Property.URL,Building.Class,Building.Size,Corridor,Lot.Size,No of Rooms,No..Stories,Parking.Ratio,Price,Price.Per.Room,Property.Subtype,Property Type,Property URL ,Sale.Type,Year.Built,Year.Built.Renovated,Building.Size.SF,Price.Numeric,Price.per.SF,Latitude,Longitude
616-W-Heron-St-Aberdeen-WA28578482,B,"27,142 SF",Exterior,0.90 AC,54,2,"2.03/1,000 SF","$3,000,000 ","$55,556 ",Hotel,Hospitality,https://www.loopnet.com/Listing/616-W-Heron-St-Aberdeen-WA/28578482/,Investment,NA,1967/2022,27142,3.00E+06,110.53,-123.8241909,46.9702938
213-Naches-Ave-Naches-WA30447151,B,"19,934 SF",Interior,0.46 AC,6,4,"0.2/1,000 SF","$1,599,000 ","$266,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/213-Naches-Ave-Naches-WA/30447151/,Investment,1930,,19934,1599000,80.21,-120.7008031,46.7317101
1117-Fairmont-Ave-Fairmont-WV30790109,C,"38,686 SF",Exterior,1.40 AC,48,2,"3.88/1,000 SF","$1,500,000 ","$31,250 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1117-Fairmont-Ave-Fairmont-WV/30790109/,Investment,1956,,38686,1500000,38.77,-80.15547,39.4712648
401-Main-St-Point-Pleasant-WV28460683,B,"54,860 SF",Interior,0.36 AC,37,4,"0.24/1,000 SF","$2,300,000 ","$62,162 ",Hotel,Hospitality,https://www.loopnet.com/Listing/401-Main-St-Point-Pleasant-WV/28460683/,Investment,NA,1901/1995,54860,2300000,41.92,-82.1388663,38.8427735
158-Academy-Lane-Dr-Pence-Springs-WV28269846,B,"44,000 SF",Interior,139.87 AC,60,3,,,,Hotel,Hospitality,https://www.loopnet.com/Listing/158-Academy-Lane-Dr-Pence-Springs-WV/28269846/,Investment,NA,1890/2006,44000,NA,NA,-80.7187028,37.6853839
5311-Maccorkle-Ave-SE-Charleston-WV30723689,C,"11,160 SF",Exterior,0.45 AC,31,2,"2.15/1,000 SF","$1,250,000 ","$40,323 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5311-Maccorkle-Ave-SE-Charleston-WV/30723689/,Investment,1980,,11160,1250000,112.01,-81.573492,38.3165218
3731-Stewart-St-Welch-WV3790024,C,"6,850 SF",Exterior,1.34 AC,25,1,,"$495,000 ","$19,800 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3731-Stewart-St-Welch-WV/3790024/,Investment,1952,,6850,495000,72.26,-81.5416872,37.4601433
147-Saddle-Ln-Waverly-WV30911964,,"250,000 SF",,44.21 AC,NA,2,,"$1,600,000 ",,Specialty,Specialty,https://www.loopnet.com/Listing/147-Saddle-Ln-Waverly-WV/30911964/,Investment,1987,,250000,1600000,6.4,-81.4004429,39.2994778
42-Spencer-Dr-Fairmont-WV30886273,C,"34,292 SF",Exterior,3.20 AC,108,2,"2.03/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/42-Spencer-Dr-Fairmont-WV/30886273/,Investment,1981,,34292,NA,NA,-80.1890758,39.4302099
5190-US-Route-60-Huntington-WV30886393,C,"36,566 SF",Exterior,2.82 AC,108,2,"1.24/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/5190-US-Route-60-Huntington-WV/30886393/,Investment,NA,1984/2013,36566,NA,NA,-82.3424339,38.4141235
500-Putnam-Village-Dr-Hurricane-WV30886372,C,"26,556 SF",Exterior,2.00 AC,79,2,"1.14/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/500-Putnam-Village-Dr-Hurricane-WV/30886372/,Investment,1975,,26556,NA,NA,-81.9300796,38.4581159
11811-W-Bluemound-Rd-Wauwatosa-WI26638073,C,"116,473 SF",Exterior,4.21 AC,127,2,"1.84/1,000 SF","$3,500,000 ","$27,559 ",Hotel,Hospitality,https://www.loopnet.com/Listing/11811-W-Bluemound-Rd-Wauwatosa-WI/26638073/,Investment,1958,,116473,3500000,30.05,-88.0601073,43.0358496
99-Michigan-St-Algoma-WI30044826,C,"8,214 SF",Exterior,1.20 AC,38,2,"3.04/1,000 SF","$1,100,000 ","$28,947 ",Hotel,Hospitality,https://www.loopnet.com/Listing/99-Michigan-St-Algoma-WI/30044826/,Investment,1972,,8214,1100000,133.92,-87.4318473,44.6102465
1828-S-Hastings-Way-Eau-Claire-WI23094022,C,"40,475 SF",Interior,1.35 AC,57,2,"1.66/1,000 SF","$1,600,000 ","$28,070 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1828-S-Hastings-Way-Eau-Claire-WI/23094022/,Investment,1952,,40475,1600000,39.53,-91.4680172,44.7992445
2536-Hansen-Ln-Altoona-WI30829680,C,"6,848 SF",,1.02 AC,6,3,"1.75/1,000 SF","$949,900 ","$158,317 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2536-Hansen-Ln-Altoona-WI/30829680/,Investment,NA,1920/2020,6848,949900,138.71,-91.4528104,44.7957203
N10120-Parkway-Rd-Crivitz-WI21227483,C,"9,333 SF",Exterior,27.02 AC,17,1,"2.89/1,000 SF","$4,200,000 ","$247,059 ",Hotel,Hospitality,https://www.loopnet.com/Listing/N10120-Parkway-Rd-Crivitz-WI/21227483/,Investment,1939,,9333,4200000,450.02,-88.1970796,45.3302844
2974N-Hiawatha-Rd-Butternut-WI28687292,B,"7,334 SF",Exterior,1.31 AC,7,1,"2.45/1,000 SF","$1,649,000 ","$235,571 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2974N-Hiawatha-Rd-Butternut-WI/28687292/,Investment,NA,1930/2006,7334,1649000,224.84,-90.2483401,46.0849142
8534-N-Deerfoot-Rd-Hayward-WI30372497,B,"7,206 SF",Exterior,2.52 AC,21,2,,"$2,490,000 ","$118,571 ",Hotel,Hospitality,https://www.loopnet.com/Listing/8534-N-Deerfoot-Rd-Hayward-WI/30372497/,Investment,1940,,7206,2490000,345.55,-91.1503057,45.944381
984-County-Road-A-Edgerton-WI29210490,B,"63,532 SF",Interior,266.00 AC,62,2,,"$3,999,000 ","$64,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/984-County-Road-A-Edgerton-WI/29210490/,Investment,1970,,63532,3999000,62.94,-89.092695,42.919266
W505-Huron-Bay-Dr-Montello-WI25339129,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/W505-Huron-Bay-Dr-Montello-WI/25339129/,,NA,,NA,NA,NA,-89.186854,43.7657965
18398-Waubee-Park-Ln-Lakewood-WI27492133,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/18398-Waubee-Park-Ln-Lakewood-WI/27492133/,,NA,,NA,NA,NA,-88.4497962,45.343232
315-Highway-63-Shell-Lake-WI22151678,C,"24,297 SF",Interior,2.73 AC,41,2,"2.84/1,000 SF","$2,350,000 ","$57,317 ",Hotel,Hospitality,https://www.loopnet.com/Listing/315-Highway-63-Shell-Lake-WI/22151678/,Investment,2003,,24297,2350000,96.72,-91.9310868,45.7329052
52-Stafford-St-Plymouth-WI30395681,B,"16,533 SF",Interior,0.13 AC,19,3,,"$1,250,000 ","$65,789 ",Hotel,Hospitality,https://www.loopnet.com/Listing/52-Stafford-St-Plymouth-WI/30395681/,Investment,1892,,16533,1250000,75.61,-70.6628993,41.9463182
200-W-O%27Connor-Dr-Elkhorn-WI30920804,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/200-W-O%27Connor-Dr-Elkhorn-WI/30920804/,,NA,,NA,NA,NA,-88.5460714,42.6506993
609-US-Highway-61-Readstown-WI30006652,C,"10,220 SF",Exterior,5.60 AC,17,2,"3.91/1,000 SF","$849,000 ","$49,941 ",Hotel,Hospitality,https://www.loopnet.com/Listing/609-US-Highway-61-Readstown-WI/30006652/,Investment,NA,2008/2023,10220,849000,83.07,-90.7680996,43.4429078
21558-Candlewood-Ln-Richland-Center-WI29770756,B,"9,475 SF",Exterior,109.26 AC,7,1,"0.74/1,000 SF","$4,200,000 ","$600,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/21558-Candlewood-Ln-Richland-Center-WI/29770756/,Investment,NA,1986/2016,9475,4200000,443.27,-90.437795,43.269573
975-Frank-H-St-Waunakee-WI30497240,C,"23,095 SF",Interior,1.90 AC,38,2,"2.9/1,000 SF","$2,450,000 ","$64,474 ",Hotel,Hospitality,https://www.loopnet.com/Listing/975-Frank-H-St-Waunakee-WI/30497240/,Investment,NA,1994/2023,23095,2450000,106.08,-89.4354612,43.1910947
2005-N-Superior-Ave-Tomah-WI29617162,C,"33,500 SF",Interior,1.81 AC,67,2,"2.42/1,000 SF","$3,795,000 ","$56,642 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2005-N-Superior-Ave-Tomah-WI/29617162/,Investment,NA,1987/2011,33500,3795000,113.28,-90.5040039,44.0188818
264-County-I-Rd-Balsam-Lake-WI30842487,B,"13,000 SF",Interior,3.26 AC,10,1,,"$3,495,000 ","$349,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/264-County-I-Rd-Balsam-Lake-WI/30842487/,Investment,2004,,13000,3495000,268.85,-92.4266679,45.4545003
6269-Wi-57-Sturgeon-Bay-WI30991648,B,"13,235 SF",Exterior,2.01 AC,12,2,"2.33/1,000 SF","$1,399,000 ","$116,583 ",Hotel,Hospitality,https://www.loopnet.com/Listing/6269-Wi-57-Sturgeon-Bay-WI/30991648/,Investment,1998,,13235,1399000,105.7,-87.186917,44.9770063
436-Wisconsin-Dells-Pky-Wisconsin-Dells-WI27065443,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/436-Wisconsin-Dells-Pky-Wisconsin-Dells-WI/27065443/,,NA,,NA,NA,NA,-89.7929525,43.5947577
1400-Great-Wolf-Dr-Lake-Delton-WI30395454,A,,,21.77 AC,NA,NA,"3.04/1,000 SF","$250,000 - $485,000",,Hotel,Hospitality,https://www.loopnet.com/Listing/1400-Great-Wolf-Dr-Lake-Delton-WI/30395454/,,1997,,NA,367500,NA,-89.7795274,43.5726841
240-E-Fond-du-Lac-St-Ripon-WI30042133,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/240-E-Fond-du-Lac-St-Ripon-WI/30042133/,,NA,,NA,NA,NA,-88.8358657,43.8421188
W14549-Plummer-Rd-Weyerhaeuser-WI29159866,C,"3,478 SF",Exterior,1.89 AC,5,2,"14.38/1,000 SF","$1,250,000 ","$250,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/W14549-Plummer-Rd-Weyerhaeuser-WI/29159866/,Investment,1932,,3478,1250000,359.4,-91.421289,45.303291
909-W-Lincolnway-Cheyenne-WY26717019,C,"7,491 SF",Exterior,0.43 AC,22,1,"2.54/1,000 SF","$1,050,000 ","$47,727 ",Hotel,Hospitality,https://www.loopnet.com/Listing/909-W-Lincolnway-Cheyenne-WY/26717019/,Investment,1936,,7491,1050000,140.17,-104.823328,41.1292847
2004-E-Lincolnway-Cheyenne-WY25153880,C,"5,980 SF",Exterior,0.23 AC,24,1,,"$680,000 ","$28,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2004-E-Lincolnway-Cheyenne-WY/25153880/,Investment,1925,,5980,680000,113.71,-104.7936422,41.1386395
2-Fountain-Plaza-Rd-Newcastle-WY29904964,C,"40,747 SF",Exterior,37.00 AC,60,2,"2.7/1,000 SF","$1,739,000 ","$28,983 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2-Fountain-Plaza-Rd-Newcastle-WY/29904964/,Investment,NA,1969/1991,40747,1739000,42.68,-104.1822404,43.8520444
1601-E-Lincolnway-Cheyenne-WY26504391,C,"9,486 SF",Exterior,0.72 AC,30,1,"2.32/1,000 SF","$1,590,000 ","$53,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1601-E-Lincolnway-Cheyenne-WY/26504391/,Investment,NA,1939/2021,9486,1590000,167.62,-104.7954741,41.1374365
1806-E-Cedar-Ave-Rawlins-WY31115017,C,"13,000 SF",Interior,1.08 AC,32,1,"3.56/1,000 SF","$900,000 ","$28,125 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1806-E-Cedar-Ave-Rawlins-WY/31115017/,Investment,NA,1974/2013,13000,9.00E+05,69.23,-107.2174649,41.7909379
219-W-Converse-St-Moorcroft-WY29760894,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/219-W-Converse-St-Moorcroft-WY/29760894/,,NA,,NA,NA,NA,-104.9543493,44.2636969
10763-US-Highway-30-Cokeville-WY29269087,C,"10,568 SF",Exterior,1.62 AC,15,1,"4.44/1,000 SF","$1,490,000 ","$99,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/10763-US-Highway-30-Cokeville-WY/29269087/,Investment,NA,1979/2007,10568,1490000,140.99,-110.9469952,42.0831222
4577-US-Hwy-85-26-Torrington-WY28278791,C,"7,473 SF",Exterior,1.37 AC,14,1,"1.2/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/4577-US-Hwy-85-26-Torrington-WY/28278791/,Investment,1960,,7473,NA,NA,-73.1211715,41.8003049
1412-Warm-Springs-Dr-Dubois-WY29886473,C,"14,999 SF",Interior,1.10 AC,33,2,"3.67/1,000 SF","$3,300,000 ","$100,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1412-Warm-Springs-Dr-Dubois-WY/29886473/,Investment,NA,1993/2004,14999,3300000,220.01,-109.6624756,43.5466168
1349-Ramshorn-St-Dubois-WY29156964,C,"10,184 SF",Exterior,1.48 AC,16,1,"1.87/1,000 SF","$1,050,000 ","$65,625 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1349-Ramshorn-St-Dubois-WY/29156964/,Investment,1979,,10184,1050000,103.1,-109.6610345,43.5448979
208-Decker-Ct-Gillette-WY28400365,C,"14,706 SF",Interior,1.37 AC,60,2,"4.42/1,000 SF","$2,000,000 ","$33,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/208-Decker-Ct-Gillette-WY/28400365/,Investment,NA,1980/2011,14706,2.00E+06,136,-105.5278254,44.2927922
404-Lincoln-Hwy-Medicine-Bow-WY28767512,C,"13,000 SF",Interior,1.27 AC,58,3,"10/1,000 SF","$650,000 ","$11,207 ",Hotel,Hospitality,https://www.loopnet.com/Listing/404-Lincoln-Hwy-Medicine-Bow-WY/28767512/,Investment,1911,,13000,650000,50,-106.2004877,41.8959766
222-E-17th-St-Cheyenne-WY22363166,B,"8,303 SF",Interior,0.24 AC,13,3,,"$2,250,000 ","$173,077 ",Hotel,Hospitality,https://www.loopnet.com/Listing/222-E-17th-St-Cheyenne-WY/22363166/,Investment,NA,1888/1994,8303,2250000,270.99,-104.8129696,41.1350322
905-W-Spruce-St-Rawlins-WY30648868,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/905-W-Spruce-St-Rawlins-WY/30648868/,,NA,,NA,NA,NA,-107.2467146,41.7894682
101-E-Bridge-Ave-Saratoga-WY30980013,C,"14,836 SF",Interior,0.27 AC,10,3,"2.36/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/101-E-Bridge-Ave-Saratoga-WY/30980013/,Investment,NA,1893/1980,14836,NA,NA,-106.8074675,41.4545483
75-Center-St-Rock-Springs-WY27842352,C,"18,368 SF",Exterior,0.82 AC,39,1,,"$1,200,000 ","$30,769 ",Hotel,Hospitality,https://www.loopnet.com/Listing/75-Center-St-Rock-Springs-WY/27842352/,Investment,NA,1945/2018,18368,1200000,65.33,-109.2249142,41.5880443
503-14th-Ave-SE-Watertown-SD28284890,C,"28,572 SF",Interior,1.80 AC,57,3,"2.1/1,000 SF","$3,075,000 ","$53,947 ",Hotel,Hospitality,https://www.loopnet.com/Listing/503-14th-Ave-SE-Watertown-SD/28284890/,Investment,1977,,28572,3075000,107.62,-97.1081963,44.8848409
10888-Rimrock-Pl-Spearfish-SD28155034,B,"7,480 SF",Exterior,6.29 AC,6,3,,"$2,670,000 ","$445,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/10888-Rimrock-Pl-Spearfish-SD/28155034/,Investment,NA,1934/2015,7480,2670000,356.95,-103.8724875,44.4279856
520-W-Sioux-Ave-Pierre-SD28730819,C,"46,803 SF",Interior,2.61 AC,74,2,"1.82/1,000 SF","$2,300,000 ","$31,081 ",Hotel,Hospitality,https://www.loopnet.com/Listing/520-W-Sioux-Ave-Pierre-SD/28730819/,Investment,1978,,46803,2300000,49.14,-100.359267,44.3706771
20824-Mattson-Ln-Sturgis-SD26149809,B,"1,120 SF",Exterior,3.33 AC,1,1,,"$875,000 ","$875,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/20824-Mattson-Ln-Sturgis-SD/26149809/,Investment,NA,2018/2021,1120,875000,781.25,-103.6957877,44.3863166
107-E-Main-St-Bison-SD29299164,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/107-E-Main-St-Bison-SD/29299164/,,NA,,NA,NA,NA,-102.4644877,45.5221663
818-Main-St-Deadwood-SD31114009,C,"4,000 SF",,0.08 AC,17,2,"2.75/1,000 SF","$699,000 ","$41,118 ",Hotel,Hospitality,https://www.loopnet.com/Listing/818-Main-St-Deadwood-SD/31114009/,Investment,1945,,4000,699000,174.75,-103.7358176,44.372818
1210-W-Havens-Ave-Mitchell-SD31025377,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/1210-W-Havens-Ave-Mitchell-SD/31025377/,,NA,,NA,NA,NA,-98.0412977,43.7024869
12800-South-Shore-Dr-Aberdeen-SD28508685,C,"9,746 SF",Interior,0.63 AC,8,2,"1.23/1,000 SF","$1,500,000 ","$187,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/12800-South-Shore-Dr-Aberdeen-SD/28508685/,Investment,1971,,9746,1500000,153.91,-123.8157218,46.9753708
9356-Neck-Yoke-Rd-Rapid-City-SD29203643,C,"5,946 SF",Interior,1.94 AC,8,2,"4.54/1,000 SF","$1,635,000 ","$204,375 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/9356-Neck-Yoke-Rd-Rapid-City-SD/29203643/,Investment,NA,1919/2020,5946,1635000,274.97,-103.2691661,43.9881998
2431-Junction-Ave-Sturgis-SD29498853,C,"22,343 SF",Exterior,2.29 AC,55,2,"1.7/1,000 SF","$2,950,000 ","$53,636 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2431-Junction-Ave-Sturgis-SD/29498853/,Investment,1966,,22343,2950000,132.03,-103.5080853,44.3971442
705-Glendale-Dr-Lead-SD30897507,C,"4,689 SF",Exterior,6.39 AC,16,1,"1.28/1,000 SF","$1,195,000 ","$74,688 ",Hotel,Hospitality,https://www.loopnet.com/Listing/705-Glendale-Dr-Lead-SD/30897507/,Investment,1926,,4689,1195000,254.85,-103.7797097,44.3570164
